40000	564.333333	1344.000000	24.666667	27.666667
50000	700.333333	1670.000000	16.666667	29.000000
60000	838.666667	2005.000000	19.333333	34.333333
70000	978.333333	2341.666667	21.666667	48.666667
80000	1119.666667	2672.666667	24.666667	27.333333
90000	1261.000000	3011.333333	27.333333	29.666667
100000	1400.666667	3354.000000	30.666667	33.333333
110000	1540.666667	3665.666667	34.000000	37.000000
120000	1678.666667	4003.666667	37.000000	39.666667
130000	1813.333333	4341.000000	39.666667	43.000000
