5000	1610.000000	8.000000	461.000000	9.000000
10000	3395.000000	22.000000	1023.000000	21.000000
15000	5260.000000	34.000000	1698.000000	32.000000
20000	7860.000000	49.000000	2139.000000	46.000000
25000	9472.000000	61.000000	2750.000000	68.000000
30000	11785.000000	76.000000	3767.000000	81.000000
35000	13927.000000	93.000000	4046.000000	95.000000
40000	15869.000000	110.000000	4903.000000	106.000000
45000	18234.000000	127.000000	5309.000000	131.000000
50000	20507.000000	150.000000	6161.000000	144.000000
