40000	1339.000000	11.000000	510.000000	11.000000
50000	1621.000000	16.000000	634.000000	14.000000
60000	1939.000000	16.000000	771.000000	17.000000
70000	2259.000000	17.000000	888.000000	19.000000
80000	2577.000000	20.000000	1014.000000	26.000000
90000	2902.000000	25.000000	1144.000000	26.000000
100000	3220.000000	27.000000	1276.000000	26.000000
110000	3539.000000	29.000000	1395.000000	30.000000
120000	3857.000000	31.000000	1524.000000	32.000000
130000	4179.000000	35.000000	1661.000000	35.000000
