1	2	4	6	9	15	25	39	66	102
2	2	3	6	9	15	25	41	63	103
2	2	4	8	10	15	24	41	63	108
2	2	3	9	10	15	24	42	66	108
2	2	4	9	10	15	24	40	64	140
4	4	3	9	10	15	24	40	64	103
1	5	3	9	10	15	39	43	69	113
1	3	11	9	38	15	31	59	69	112
1	3	5	9	10	16	26	44	68	130
2	2	10	6	10	15	27	42	64	107
2	2	4	8	10	15	26	41	67	105
2	3	4	8	10	15	25	40	64	104
1	2	4	8	10	15	25	41	65	111
1	2	12	25	24	22	27	42	69	142
7	4	11	7	9	18	28	42	68	109
1	2	7	6	9	16	25	41	65	118
1	3	8	6	12	17	26	46	70	113
1	3	3	9	10	14	25	41	65	104
2	3	4	8	10	15	24	40	64	105
3	2	3	9	10	16	25	43	65	104
2	2	4	9	9	16	25	44	66	105
1	3	3	9	10	15	27	46	71	105
3	3	3	9	9	16	24	41	67	107
3	2	3	9	10	15	27	41	64	103
2	2	3	9	9	16	24	41	63	104
1	7	4	7	9	15	29	75	80	139
2	2	4	9	10	16	26	41	67	103
2	2	4	8	10	15	24	41	66	105
1	4	4	8	10	16	24	41	67	108
2	2	4	11	10	15	24	41	104	131
1	5	4	8	10	15	24	48	92	160
2	2	4	8	24	25	28	43	67	108
2	3	3	9	10	15	25	42	66	112
1	2	5	8	10	15	25	41	64	108
1	3	3	10	9	16	24	40	65	107
2	2	4	9	10	15	26	40	63	104
2	2	3	10	9	15	25	63	90	117
3	3	4	9	10	16	24	42	64	105
2	2	3	8	10	15	24	41	65	109
2	2	4	9	10	16	26	41	64	105
3	2	4	8	10	15	25	43	64	104
2	2	3	9	9	15	25	43	87	159
1	2	3	9	10	15	26	54	64	104
1	2	4	9	9	15	24	41	64	103
1	3	4	9	9	15	25	40	64	107
2	3	3	9	9	15	38	41	63	106
2	4	24	16	9	23	40	42	109	160
3	4	5	14	21	39	52	196	208	195
2	2	10	11	10	16	26	43	65	102
2	2	4	8	10	15	24	46	65	114
2	3	4	8	22	31	26	41	66	106
2	2	3	9	10	15	30	48	72	109
2	2	4	9	9	15	27	41	65	107
2	2	4	9	9	15	26	40	94	111
1	4	3	10	10	15	27	42	67	103
3	3	3	8	10	15	24	41	63	106
3	3	4	8	10	14	27	42	64	102
2	2	4	8	9	16	28	45	67	131
1	3	3	8	10	19	25	51	66	107
2	3	3	9	10	17	24	40	64	107
1	3	3	11	9	16	25	41	64	103
2	2	4	9	9	15	25	41	65	129
1	3	7	6	9	16	25	41	66	105
2	3	3	9	10	15	24	40	63	103
3	2	3	9	10	16	25	41	66	104
2	2	4	9	9	15	25	41	64	147
2	2	4	8	10	16	25	40	65	106
1	3	4	9	10	16	25	41	65	108
2	2	4	9	10	15	25	41	67	107
2	2	4	9	10	15	25	44	65	125
1	2	4	9	9	14	25	41	64	103
3	2	4	8	10	15	24	40	64	105
2	2	4	8	10	16	24	42	64	102
1	3	3	9	10	15	24	42	65	127
1	2	4	11	9	18	32	148	79	110
2	2	4	11	9	16	27	43	68	108
4	2	4	8	11	17	26	42	65	107
1	4	3	9	10	18	51	42	64	104
2	2	7	5	10	15	92	57	146	115
2	2	3	9	10	15	24	41	63	105
2	2	3	18	25	15	25	43	65	103
2	3	3	9	9	15	26	41	63	102
1	4	7	6	10	17	30	41	65	103
2	3	3	8	10	16	24	42	63	128
2	2	4	8	10	14	25	41	64	103
2	2	4	8	10	15	24	42	63	103
2	3	4	8	10	15	24	40	64	102
2	2	4	8	10	15	24	41	64	128
1	2	4	9	10	16	25	40	63	103
1	3	3	9	9	15	25	40	63	103
3	3	3	9	9	15	25	40	63	103
2	2	4	9	10	15	24	42	64	126
1	4	4	8	11	16	25	40	63	102
1	2	4	9	9	15	25	40	64	102
1	2	3	9	9	15	25	40	64	105
1	2	4	9	9	15	25	40	64	126
2	3	3	8	12	15	25	40	64	102
2	2	4	8	10	15	25	40	63	103
2	5	3	9	9	15	24	41	63	102
1	3	3	9	9	15	25	40	65	126
