5000	13.000000	26.000000
10000	24.000000	27.000000
15000	41.000000	32.000000
20000	55.000000	46.000000
25000	75.000000	67.000000
30000	96.000000	91.000000
35000	116.000000	107.000000
40000	142.000000	117.000000
45000	179.000000	137.000000
50000	175.000000	190.000000
