40000	39.000000	40.000000
50000	11.000000	43.000000
60000	13.000000	19.000000
70000	15.000000	21.000000
80000	18.000000	25.000000
90000	20.000000	27.000000
100000	21.000000	31.000000
110000	25.000000	34.000000
120000	35.000000	37.000000
130000	27.000000	43.000000
