Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.11.23      UID       PID    %usr %system  %guest    %CPU   CPU  Command
16.11.24     1000      5784   94,95    0,00    0,00   94,95     0  node
16.11.25     1000      5784   93,00    0,00    0,00   93,00     0  node
16.11.26     1000      5784   92,08    0,00    0,00   92,08     0  node
16.11.27     1000      5784   95,00    0,00    0,00   95,00     0  node
16.11.28     1000      5784   93,94    0,00    0,00   93,94     0  node
16.11.29     1000      5784   91,09    0,99    0,00   92,08     0  node
16.11.30     1000      5784   94,06    0,00    0,00   94,06     0  node
16.11.31     1000      5784   93,94    0,00    0,00   93,94     0  node
16.11.32     1000      5784   91,18    0,00    0,00   91,18     0  node
16.11.33     1000      5784   96,94    0,00    0,00   96,94     0  node
Average:     1000      5784   93,60    0,10    0,00   93,70     -  node
