Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

19.48.22      UID       PID    %usr %system  %guest    %CPU   CPU  Command
19.48.23     1000      6208   98,00    0,00    0,00   98,00     0  node
19.48.24     1000      6208  101,01    0,00    0,00  101,01     0  node
19.48.25     1000      6208   99,00    0,00    0,00   99,00     0  node
19.48.26     1000      6208   99,00    0,00    0,00   99,00     0  node
19.48.27     1000      6208  100,00    0,00    0,00  100,00     0  node
19.48.28     1000      6208  100,00    0,00    0,00  100,00     0  node
19.48.29     1000      6208   98,02    0,00    0,00   98,02     0  node
19.48.30     1000      6208   99,00    0,00    0,00   99,00     0  node
19.48.31     1000      6208  100,00    0,00    0,00  100,00     0  node
19.48.32     1000      6208   99,00    0,00    0,00   99,00     0  node
Average:     1000      6208   99,30    0,00    0,00   99,30     -  node
