Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

20.44.26      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
20.44.27     1000      5778   3240,00      0,00  906364  29200   0,78  node
20.44.28     1000      5778      0,00      0,00  906364  29200   0,78  node
20.44.29     1000      5778      0,00      0,00  906364  29200   0,78  node
20.44.30     1000      5778    512,00      0,00  906364  31316   0,84  node
20.44.31     1000      5778      0,00      0,00  906364  31316   0,84  node
20.44.32     1000      5778      0,00      0,00  906364  31316   0,84  node
20.44.33     1000      5778     34,00      0,00  906364  31544   0,85  node
20.44.34     1000      5778     10,00      0,00  906364  31512   0,85  node
20.44.35     1000      5778      0,00      0,00  906364  31512   0,85  node
20.44.36     1000      5778      0,00      0,00  906364  31512   0,85  node
Average:     1000      5778    379,98      0,00  906364  30763   0,83  node
