Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.12.04      UID       PID    %usr %system  %guest    %CPU   CPU  Command
16.12.05     1000      5828   98,00    0,00    0,00   98,00     0  java
16.12.06     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.07     1000      5828   99,00    0,00    0,00   99,00     0  java
16.12.08     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.09     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.10     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.11     1000      5828   99,00    0,00    0,00   99,00     0  java
16.12.12     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.13     1000      5828  100,00    0,00    0,00  100,00     0  java
16.12.14     1000      5828   99,00    0,00    0,00   99,00     0  java
Average:     1000      5828   99,50    0,00    0,00   99,50     -  java
