Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.43.46      UID       PID    %usr %system  %guest    %CPU   CPU  Command
16.43.47     1000      5778   96,97    1,01    0,00   97,98     0  node
16.43.48     1000      5778   95,05    1,98    0,00   97,03     0  node
16.43.49     1000      5778   96,97    0,00    0,00   96,97     0  node
16.43.50     1000      5778   95,05    0,99    0,00   96,04     0  node
16.43.51     1000      5778   98,99    0,00    0,00   98,99     0  node
16.43.52     1000      5778   97,00    1,00    0,00   98,00     0  node
16.43.53     1000      5778   97,00    1,00    0,00   98,00     0  node
16.43.54     1000      5778   97,00    0,00    0,00   97,00     0  node
16.43.55     1000      5778   97,00    0,00    0,00   97,00     0  node
16.43.56     1000      5778   98,00    1,00    0,00   99,00     0  node
Average:     1000      5778   96,90    0,70    0,00   97,60     -  node
