Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

21.30.40      UID       PID    %usr %system  %guest    %CPU   CPU  Command
21.30.41     1000      6208   97,03    0,00    0,00   97,03     0  node
21.30.42     1000      6208   99,00    0,00    0,00   99,00     0  node
21.30.43     1000      6208   98,02    0,00    0,00   98,02     0  node
21.30.44     1000      6208  100,00    0,00    0,00  100,00     0  node
21.30.45     1000      6208   99,00    0,00    0,00   99,00     0  node
21.30.46     1000      6208  100,00    0,00    0,00  100,00     0  node
21.30.47     1000      6208   99,00    0,00    0,00   99,00     0  node
21.30.48     1000      6208  100,00    0,00    0,00  100,00     0  node
21.30.49     1000      6208  100,00    1,01    0,00  101,01     0  node
21.30.50     1000      6208   99,00    0,00    0,00   99,00     0  node
Average:     1000      6208   99,10    0,10    0,00   99,20     -  node
