Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.40.03      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
16.40.04     1000      5784   6290,10      0,00 1014068 114584   3,08  node
16.40.05     1000      5784   6230,00      0,00 1039668 147840   3,97  node
16.40.06     1000      5784   4996,97      0,00 1059124 167376   4,50  node
16.40.07     1000      5784   5496,04      0,00 1080628 206168   5,54  node
16.40.08     1000      5784   4646,46      0,00 1099060 224160   6,02  node
16.40.09     1000      5784   5121,78      0,00 1119540 245016   6,59  node
16.40.10     1000      5784   4716,00      0,00 1138996 263468   7,08  node
16.40.11     1000      5784   4965,66      0,00 1158452 283268   7,61  node
16.40.12     1000      5784   4475,25      0,00 1175860 301396   8,10  node
16.40.13     1000      5784   3566,00      0,00 1074484 199948   5,37  node
Average:     1000      5784   5052,15      0,00 1095988 215322   5,79  node
