Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.45.21      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
16.45.22     1000      5828     17,82      0,00 1786224  54040   1,45  java
16.45.23     1000      5828      2,00      0,00 1786224  54108   1,45  java
16.45.24     1000      5828      0,00      0,00 1786224  54108   1,45  java
16.45.25     1000      5828      0,00      0,00 1786224  54108   1,45  java
16.45.26     1000      5828      0,00      0,00 1786224  54108   1,45  java
16.45.27     1000      5828     47,00      0,00 1786224  54108   1,45  java
16.45.28     1000      5828      0,00      0,00 1786224  54108   1,45  java
16.45.29     1000      5828      3,00      0,00 1786224  54108   1,45  java
16.45.30     1000      5828      0,00      0,00 1786224  54108   1,45  java
16.45.31     1000      5828      0,00      0,00 1786224  54108   1,45  java
Average:     1000      5828      6,99      0,00 1786224  54101   1,45  java
