Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.11.50      UID       PID    %usr %system  %guest    %CPU   CPU  Command
16.11.51     1000      5778   88,00    0,00    0,00   88,00     0  node
16.11.52     1000      5778   90,91    0,00    0,00   90,91     0  node
16.11.53     1000      5778   90,00    0,00    0,00   90,00     0  node
16.11.54     1000      5778   88,12    0,00    0,00   88,12     0  node
16.11.55     1000      5778   91,84    0,00    0,00   91,84     0  node
16.11.56     1000      5778   88,12    0,00    0,00   88,12     0  node
16.11.57     1000      5778   90,00    0,00    0,00   90,00     0  node
16.11.58     1000      5778   89,11    0,00    0,00   89,11     0  node
16.11.59     1000      5778   89,00    1,00    0,00   90,00     0  node
16.12.00     1000      5778   89,11    0,00    0,00   89,11     0  node
Average:     1000      5778   89,41    0,10    0,00   89,51     -  node
