Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

16.12.04      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
16.12.05     1000      5828     18,00      0,00 1784912  48776   1,31  java
16.12.06     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.07     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.08     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.09     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.10     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.11     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.12     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.13     1000      5828      0,00      0,00 1784912  48776   1,31  java
16.12.14     1000      5828      0,00      0,00 1784912  48776   1,31  java
Average:     1000      5828      1,80      0,00 1784912  48776   1,31  java
