Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

20.43.56      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
20.43.57     1000      5784   3142,00      0,00 1032500 126848   3,41  node
20.43.58     1000      5784    681,00      0,00 1032500 129612   3,48  node
20.43.59     1000      5784     11,00      0,00 1032500 129612   3,48  node
20.44.00     1000      5784     33,00      0,00 1032500 129744   3,49  node
20.44.01     1000      5784      6,93      0,00 1032500 129744   3,49  node
20.44.02     1000      5784      9,00      0,00 1032500 133840   3,60  node
20.44.03     1000      5784     50,00      0,00 1010996 112456   3,02  node
20.44.04     1000      5784    162,00      0,00 1012020 112980   3,04  node
20.44.05     1000      5784    159,00      0,00 1013044 113772   3,06  node
20.44.06     1000      5784    294,06      0,00 1013044 114536   3,08  node
Average:     1000      5784    454,19      0,00 1024410 123314   3,31  node
