Linux 3.19.0-56-generic (aegis) 	04.04.2016 	_x86_64_	(1 CPU)

21.30.40      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
21.30.41     1000      6208      8,00      0,00  763116  20252   0,54  node
21.30.42     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.43     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.44     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.45     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.46     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.47     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.48     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.49     1000      6208      0,00      0,00  763116  20252   0,54  node
21.30.50     1000      6208      0,00      0,00  763116  20252   0,54  node
Average:     1000      6208      0,80      0,00  763116  20252   0,54  node
