Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.59.38      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.59.39     1000      5778   87,13    0,00    0,00   87,13     0  node
09.59.40     1000      5778   88,89    0,00    0,00   88,89     0  node
09.59.41     1000      5778   89,11    0,00    0,00   89,11     0  node
09.59.42     1000      5778   88,12    0,00    0,00   88,12     0  node
09.59.43     1000      5778   90,91    0,00    0,00   90,91     0  node
09.59.44     1000      5778   89,11    0,00    0,00   89,11     0  node
09.59.45     1000      5778   90,00    0,00    0,00   90,00     0  node
09.59.46     1000      5778   90,91    0,00    0,00   90,91     0  node
09.59.47     1000      5778   89,00    0,00    0,00   89,00     0  node
09.59.48     1000      5778   90,00    0,00    0,00   90,00     0  node
Average:     1000      5778   89,31    0,00    0,00   89,31     -  node
