Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

17.11.07      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
17.11.08     1000      6208      0,00      0,00  763760  21728   0,58  node
17.11.09     1000      6208     14,00      0,00  763760  21728   0,58  node
17.11.10     1000      6208      0,00      0,00  763760  21728   0,58  node
17.11.11     1000      6208     18,81      0,00  763760  21728   0,58  node
17.11.12     1000      6208      0,00      0,00  763760  21728   0,58  node
17.11.13     1000      6208     99,00      0,00  764040  22256   0,60  node
17.11.14     1000      6208      0,00      0,00  764040  22256   0,60  node
17.11.15     1000      6208      0,00      0,00  764040  22256   0,60  node
17.11.16     1000      6208      0,00      0,00  764040  22256   0,60  node
17.11.17     1000      6208      0,00      0,00  764040  22256   0,60  node
Average:     1000      6208     13,19      0,00  763900  21992   0,59  node
