Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

11.02.43      UID       PID    %usr %system  %guest    %CPU   CPU  Command
11.02.44     1000      5778   95,00    2,00    0,00   97,00     0  node
11.02.45     1000      5778   95,00    2,00    0,00   97,00     0  node
11.02.46     1000      5778   95,05    0,00    0,00   95,05     0  node
11.02.47     1000      5778   97,98    1,01    0,00   98,99     0  node
11.02.48     1000      5778   97,00    1,00    0,00   98,00     0  node
11.02.49     1000      5778   97,03    0,00    0,00   97,03     0  node
11.02.50     1000      5778   97,98    1,01    0,00   98,99     0  node
11.02.51     1000      5778   96,04    0,00    0,00   96,04     0  node
11.02.52     1000      5778   98,99    0,00    0,00   98,99     0  node
11.02.53     1000      5778   96,00    1,00    0,00   97,00     0  node
Average:     1000      5778   96,60    0,80    0,00   97,40     -  node
