Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

17.11.07      UID       PID    %usr %system  %guest    %CPU   CPU  Command
17.11.08     1000      6208   98,00    0,00    0,00   98,00     0  node
17.11.09     1000      6208   99,00    0,00    0,00   99,00     0  node
17.11.10     1000      6208   99,00    0,00    0,00   99,00     0  node
17.11.11     1000      6208   99,01    0,99    0,00  100,00     0  node
17.11.12     1000      6208   99,00    0,00    0,00   99,00     0  node
17.11.13     1000      6208   99,00    0,00    0,00   99,00     0  node
17.11.14     1000      6208  100,00    0,00    0,00  100,00     0  node
17.11.15     1000      6208  100,00    0,00    0,00  100,00     0  node
17.11.16     1000      6208   99,00    0,00    0,00   99,00     0  node
17.11.17     1000      6208   99,00    0,00    0,00   99,00     0  node
Average:     1000      6208   99,10    0,10    0,00   99,20     -  node
