5000	1609.000000	8.000000	487.000000	9.000000
10000	3391.000000	21.000000	999.000000	21.000000
15000	5255.000000	32.000000	1630.000000	32.000000
20000	7854.000000	53.000000	2289.000000	47.000000
25000	9462.000000	61.000000	2727.000000	64.000000
30000	11770.000000	80.000000	3653.000000	76.000000
35000	13912.000000	96.000000	4017.000000	94.000000
40000	15857.000000	106.000000	4631.000000	107.000000
45000	18209.000000	127.000000	5321.000000	126.000000
50000	20481.000000	145.000000	5850.000000	145.000000
