40000	1291.500000	13.000000	526.500000	10.500000
50000	1607.000000	16.500000	660.500000	14.000000
60000	1929.500000	15.500000	784.000000	16.500000
70000	2251.000000	18.500000	911.000000	18.000000
80000	2572.000000	23.000000	1043.000000	20.500000
90000	2890.500000	23.000000	1171.500000	24.500000
100000	3211.500000	26.000000	1301.500000	26.000000
110000	3534.000000	28.500000	1432.000000	29.000000
120000	3852.500000	30.500000	1562.000000	31.000000
130000	4172.500000	34.000000	1693.000000	34.000000
