5000	1598.500000	9.500000	473.000000	9.500000
10000	3386.000000	20.000000	1006.000000	20.500000
15000	5253.500000	35.000000	1661.500000	32.000000
20000	7855.000000	46.000000	2212.500000	47.500000
25000	9465.500000	60.500000	2737.000000	63.000000
30000	11772.000000	83.000000	3712.500000	77.500000
35000	13914.000000	94.000000	4030.500000	91.000000
40000	15858.500000	115.000000	4765.000000	117.000000
45000	18208.500000	129.000000	5311.000000	132.000000
50000	20486.500000	148.500000	6003.500000	142.000000
