Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.38.01      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.38.02     1000      5828   86,00    0,00    0,00   86,00     0  java
09.38.03     1000      5828   91,00    0,00    0,00   91,00     0  java
09.38.04     1000      5828   92,93    0,00    0,00   92,93     0  java
09.38.05     1000      5828   95,00    0,00    0,00   95,00     0  java
09.38.06     1000      5828   94,00    0,00    0,00   94,00     0  java
09.38.07     1000      5828   96,04    0,99    0,00   97,03     0  java
09.38.08     1000      5828   96,00    0,00    0,00   96,00     0  java
09.38.09     1000      5828   93,94    0,00    0,00   93,94     0  java
09.38.10     1000      5828   95,00    0,00    0,00   95,00     0  java
09.38.11     1000      5828   94,00    0,00    0,00   94,00     0  java
Average:     1000      5828   93,39    0,10    0,00   93,49     -  java
