Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.37.30      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.37.31     1000      5778      2,00      0,00  906364  28684   0,77  node
09.37.32     1000      5778      0,00      0,00  906364  28684   0,77  node
09.37.33     1000      5778      0,00      0,00  906364  28684   0,77  node
09.37.34     1000      5778    123,76      0,00  906364  28832   0,77  node
09.37.35     1000      5778      2,02      0,00  906364  28832   0,77  node
09.37.36     1000      5778      1,00      0,00  906364  28832   0,77  node
09.37.37     1000      5778      1,00      0,00  906364  28832   0,77  node
09.37.38     1000      5778      0,99      0,00  906364  28832   0,77  node
09.37.39     1000      5778    347,96      1,02  907584  29380   0,79  node
09.37.40     1000      5778      0,99      0,00  907584  29380   0,79  node
Average:     1000      5778     47,40      0,10  906608  28897   0,78  node
