Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.37.30      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.37.31     1000      5778   75,00    0,00    0,00   75,00     0  node
09.37.32     1000      5778   60,40    0,00    0,00   60,40     0  node
09.37.33     1000      5778   83,84    0,00    0,00   83,84     0  node
09.37.34     1000      5778   83,17    0,99    0,00   84,16     0  node
09.37.35     1000      5778   85,86    0,00    0,00   85,86     0  node
09.37.36     1000      5778   84,00    0,00    0,00   84,00     0  node
09.37.37     1000      5778   79,00    0,00    0,00   79,00     0  node
09.37.38     1000      5778   84,16    0,99    0,00   85,15     0  node
09.37.39     1000      5778   78,57    0,00    0,00   78,57     0  node
09.37.40     1000      5778   79,21    0,00    0,00   79,21     0  node
Average:     1000      5778   79,30    0,20    0,00   79,50     -  node
