Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.38.01      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.38.02     1000      5828     18,00      0,00 1785860  49388   1,33  java
09.38.03     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.04     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.05     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.06     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.07     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.08     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.09     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.10     1000      5828      0,00      0,00 1785860  49388   1,33  java
09.38.11     1000      5828      0,00      0,00 1785860  49388   1,33  java
Average:     1000      5828      1,80      0,00 1785860  49388   1,33  java
