1	2	1	1	3	4	7	11	18	29
5	0	1	2	3	4	10	11	19	29
3	2	2	2	4	10	11	18	29	46
1	3	2	3	4	9	11	19	30	48
0	4	2	2	5	9	11	18	29	46
1	3	2	3	4	9	11	18	29	46
1	3	2	3	4	9	11	18	29	46
0	1	4	3	4	9	11	18	29	48
1	2	3	2	5	9	11	18	28	47
1	2	3	2	4	10	11	17	29	47
0	3	2	3	4	9	11	18	29	46
1	3	2	3	4	9	11	18	28	47
1	2	3	2	4	10	11	18	29	47
0	3	2	3	4	9	11	18	29	46
1	2	3	2	4	9	11	19	28	47
0	3	2	3	4	9	11	18	29	46
1	3	2	2	5	8	12	17	29	46
0	3	2	3	4	8	12	17	30	47
0	3	2	3	4	9	11	18	28	47
0	3	2	3	4	9	11	17	29	47
1	2	2	3	4	9	11	18	28	47
0	3	2	3	4	8	11	18	29	48
1	2	3	2	4	8	12	18	28	47
1	2	2	3	4	8	12	18	28	47
0	3	2	3	4	8	11	18	29	46
1	2	3	2	4	8	12	18	28	47
0	3	2	3	4	8	11	19	29	46
0	2	3	2	5	7	12	18	28	47
1	2	2	3	4	8	11	18	29	46
1	2	3	2	5	8	11	18	29	46
1	2	3	2	5	7	12	18	28	48
1	2	2	3	4	8	11	18	29	46
1	2	3	2	4	7	12	18	28	47
0	3	2	3	4	8	11	18	29	46
1	2	3	2	4	8	12	18	28	47
0	3	2	3	4	7	12	19	29	46
1	2	2	3	4	8	11	18	29	47
1	2	2	3	4	8	11	18	29	46
0	2	3	2	5	7	12	18	28	47
1	2	2	3	4	8	11	18	29	47
1	2	3	2	5	7	12	18	28	47
0	3	2	3	4	8	11	18	29	46
1	2	2	3	4	8	12	17	29	47
0	2	3	2	5	7	12	18	28	47
1	2	3	2	4	8	12	18	29	47
1	2	2	3	4	8	11	18	29	46
1	2	3	2	5	7	12	18	28	47
0	3	2	3	4	8	11	18	29	46
1	2	2	3	4	8	11	18	29	48
1	2	3	2	4	8	12	18	28	47
0	3	2	3	4	8	11	18	29	46
0	2	3	2	5	8	11	18	29	46
1	2	3	2	4	8	12	18	29	46
1	2	2	3	4	8	12	17	29	47
0	3	2	2	5	7	12	18	29	46
1	2	2	3	4	8	12	17	29	46
1	2	3	2	5	7	12	18	28	47
1	2	2	3	4	8	11	18	30	47
0	3	2	2	5	7	12	18	28	47
1	2	3	2	4	8	12	17	29	47
1	2	2	3	4	8	11	18	29	46
1	2	3	2	4	8	12	17	29	46
0	1	2	2	5	9	11	18	28	47
0	3	2	3	4	7	12	18	29	46
1	2	3	2	4	8	12	17	29	47
