Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.53.17      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.53.18     1000      5828     18,00      0,00 1785936  47720   1,28  java
09.53.19     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.20     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.21     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.22     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.23     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.24     1000      5828      3,00      0,00 1785936  47720   1,28  java
09.53.25     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.26     1000      5828      0,00      0,00 1785936  47720   1,28  java
09.53.27     1000      5828      0,00      0,00 1785936  47720   1,28  java
Average:     1000      5828      2,10      0,00 1785936  47720   1,28  java
