Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.44.06      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.44.07     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.08     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.09     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.10     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.11     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.12     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.13     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.14     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.15     1000      5778      0,00      0,00  907584  24924   0,67  node
09.44.16     1000      5778      0,00      0,00  907584  24924   0,67  node
Average:     1000      5778      0,00      0,00  907584  24924   0,67  node
