Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.45.19      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.45.20     1000      5778   9583,00      0,00  926016  47936   1,29  node
09.45.21     1000      5778   3415,00      0,00  936256  62384   1,68  node
09.45.22     1000      5778   3774,00      0,00  941376  71144   1,91  node
09.45.23     1000      5778   1519,39      0,00  947520  77216   2,08  node
09.45.24     1000      5778      0,00      0,00  947520  77216   2,08  node
09.45.25     1000      5778      0,00      0,00  947520  77216   2,08  node
09.45.26     1000      5778      0,00      0,00  947520  77216   2,08  node
09.45.27     1000      5778      0,00      0,00  947520  77216   2,08  node
09.45.28     1000      5778      0,00      0,00  947520  77216   2,08  node
09.45.29     1000      5778      0,00      0,00  947520  77216   2,08  node
Average:     1000      5778   1850,15      0,00  943629  72198   1,94  node
