Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.45.09      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.45.10     1000      5784   94,00    1,00    0,00   95,00     0  node
09.45.11     1000      5784   91,00    2,00    0,00   93,00     0  node
09.45.12     1000      5784   72,00    0,00    0,00   72,00     0  node
09.45.13     1000      5784   92,00    1,00    0,00   93,00     0  node
09.45.14     1000      5784   71,00    2,00    0,00   73,00     0  node
09.45.15     1000      5784   55,56    0,00    0,00   55,56     0  node
09.45.16     1000      5784    0,00    0,00    0,00    0,00     0  node
09.45.17     1000      5784    0,00    0,00    0,00    0,00     0  node
09.45.18     1000      5784    0,00    0,00    0,00    0,00     0  node
09.45.19     1000      5784    0,00    0,00    0,00    0,00     0  node
Average:     1000      5784   47,93    0,61    0,00   48,54     -  node
