Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.43.55      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.43.56     1000      5784   79,00    0,00    0,00   79,00     0  node
09.43.57     1000      5784    0,00    0,00    0,00    0,00     0  node
09.43.58     1000      5784    0,00    0,00    0,00    0,00     0  node
09.43.59     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.00     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.01     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.02     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.03     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.04     1000      5784    0,00    0,00    0,00    0,00     0  node
09.44.05     1000      5784    0,00    0,00    0,00    0,00     0  node
Average:     1000      5784    8,04    0,00    0,00    8,04     -  node
