Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.44.55      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.44.56     1000      6208   95,00    0,00    0,00   95,00     0  node
09.44.57     1000      6208   96,97    0,00    0,00   96,97     0  node
09.44.58     1000      6208   96,04    0,00    0,00   96,04     0  node
09.44.59     1000      6208   96,00    0,00    0,00   96,00     0  node
09.45.00     1000      6208   94,95    0,00    0,00   94,95     0  node
09.45.01     1000      6208   96,00    0,00    0,00   96,00     0  node
09.45.02     1000      6208   96,00    0,00    0,00   96,00     0  node
09.45.03     1000      6208   94,06    0,99    0,00   95,05     0  node
09.45.04     1000      6208   96,00    0,00    0,00   96,00     0  node
09.45.05     1000      6208   95,05    0,00    0,00   95,05     0  node
Average:     1000      6208   95,60    0,10    0,00   95,70     -  node
