Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.51.12      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.51.13     1000      6208      0,00      0,00  763260  16120   0,43  node
09.51.14     1000      6208     21,00      0,00  763260  16120   0,43  node
09.51.15     1000      6208      0,00      0,00  763260  16120   0,43  node
09.51.16     1000      6208    101,00      0,00  763640  16640   0,45  node
09.51.17     1000      6208      0,00      0,00  763640  16640   0,45  node
09.51.18     1000      6208     98,00      0,00  764032  16904   0,45  node
09.51.19     1000      6208      0,00      0,00  764032  16904   0,45  node
09.51.20     1000      6208      0,00      0,00  764032  16904   0,45  node
09.51.21     1000      6208      0,00      0,00  764032  16904   0,45  node
09.51.22     1000      6208      0,00      0,00  764032  16904   0,45  node
Average:     1000      6208     22,04      0,00  763722  16616   0,45  node
