Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.52.56      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.52.57     1000      5784   88,12    0,00    0,00   88,12     0  node
09.52.58     1000      5784   12,37    0,00    0,00   12,37     0  node
09.52.59     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.00     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.01     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.02     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.03     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.04     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.05     1000      5784    0,00    0,00    0,00    0,00     0  node
09.53.06     1000      5784    0,00    0,00    0,00    0,00     0  node
Average:     1000      5784   10,22    0,00    0,00   10,22     -  node
