Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.44.16      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.44.17     1000      5828     18,00      0,00 1785912  48744   1,31  java
09.44.18     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.19     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.20     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.21     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.22     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.23     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.24     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.25     1000      5828      0,00      0,00 1785912  48744   1,31  java
09.44.26     1000      5828      0,00      0,00 1785912  48744   1,31  java
Average:     1000      5828      1,80      0,00 1785912  48744   1,31  java
