Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.53.06      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.53.07     1000      5778   79,59    0,00    0,00   79,59     0  node
09.53.08     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.09     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.10     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.11     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.12     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.13     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.14     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.15     1000      5778    0,00    0,00    0,00    0,00     0  node
09.53.16     1000      5778    0,00    0,00    0,00    0,00     0  node
Average:     1000      5778    7,95    0,00    0,00    7,95     -  node
