Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.53.17      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.53.18     1000      5828   96,00    0,00    0,00   96,00     0  java
09.53.19     1000      5828   96,00    0,00    0,00   96,00     0  java
09.53.20     1000      5828   97,00    0,00    0,00   97,00     0  java
09.53.21     1000      5828   97,00    0,00    0,00   97,00     0  java
09.53.22     1000      5828   97,00    0,00    0,00   97,00     0  java
09.53.23     1000      5828   97,00    1,00    0,00   98,00     0  java
09.53.24     1000      5828   97,00    0,00    0,00   97,00     0  java
09.53.25     1000      5828   95,00    1,00    0,00   96,00     0  java
09.53.26     1000      5828   98,00    0,00    0,00   98,00     0  java
09.53.27     1000      5828   96,00    0,00    0,00   96,00     0  java
Average:     1000      5828   96,60    0,20    0,00   96,80     -  java
