40000	1306.000000	11.000000	512.000000	11.000000
50000	1610.000000	17.000000	636.000000	14.000000
60000	1930.000000	16.000000	773.000000	16.000000
70000	2250.000000	17.000000	888.000000	19.000000
80000	2571.000000	21.000000	1015.000000	21.000000
90000	2891.000000	25.000000	1140.000000	25.000000
100000	3212.000000	29.000000	1268.000000	26.000000
110000	3532.000000	33.000000	1394.000000	29.000000
120000	3855.000000	32.000000	1521.000000	31.000000
130000	4178.000000	34.000000	1648.000000	35.000000
