NodeJS-Solmuhub	98.600000	93.410000	92.590000
NodeJS-V8	97.400000	93.310000	89.310000
Java-Duktape	99.500000	99.100000	99.400000
NodeJS-Duktape	99.200000	99.400000	99.100000
