5000	1682.666667	96.800000	1.310000
10000	3987.666667		
15000	5686.333333		
20000	8107.000000		
25000	10082.333333		
30000	12004.333333		
35000	14117.000000		
40000	17155.000000		
45000	19577.000000		
50000	21001.333333		
