5000	12.000000	13.000000
10000	23.000000	25.000000
15000	41.000000	37.000000
20000	58.000000	46.000000
25000	79.000000	61.000000
30000	102.000000	83.000000
35000	107.000000	103.000000
40000	126.000000	118.000000
45000	176.000000	140.000000
50000	167.000000	208.000000
