Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.40.54      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.40.55     1000      5784    377,78      0,00 1044788 132120   3,55  node
09.40.56     1000      5784    181,00      0,00 1045812 132908   3,57  node
09.40.57     1000      5784    268,69      0,00 1046836 131844   3,54  node
09.40.58     1000      5784    287,13      0,00 1046836 131876   3,54  node
09.40.59     1000      5784    317,00      0,00 1047860 133192   3,58  node
09.41.00     1000      5784    401,00      0,00 1048884 133568   3,59  node
09.41.01     1000      5784    348,48      0,00 1048884 134888   3,63  node
09.41.02     1000      5784    138,38      0,00 1049908 135416   3,64  node
09.41.03     1000      5784    198,02      0,00 1050932 136172   3,66  node
09.41.04     1000      5784    179,00      0,00 1050932 136964   3,68  node
Average:     1000      5784    269,54      0,00 1048167 133895   3,60  node
