Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.41.26      UID       PID  minflt/s  majflt/s     VSZ    RSS   %MEM  Command
09.41.27     1000      5778      1,01      0,00  907584  28964   0,78  node
09.41.28     1000      5778      0,99      0,00  907584  28964   0,78  node
09.41.29     1000      5778      1,00      0,00  907584  28964   0,78  node
09.41.30     1000      5778      2,04      0,00  907584  28964   0,78  node
09.41.31     1000      5778      1,00      0,00  907584  28964   0,78  node
09.41.32     1000      5778      1,01      0,00  907584  28964   0,78  node
09.41.33     1000      5778      1,00      0,00  907584  28964   0,78  node
09.41.34     1000      5778      0,99      0,00  907584  28964   0,78  node
09.41.35     1000      5778      1,00      0,00  907584  28964   0,78  node
09.41.36     1000      5778      1,00      0,00  907584  28964   0,78  node
Average:     1000      5778      1,10      0,00  907584  28964   0,78  node
