Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.40.54      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.40.55     1000      5784   88,89    0,00    0,00   88,89     0  node
09.40.56     1000      5784   84,00    0,00    0,00   84,00     0  node
09.40.57     1000      5784   77,78    0,00    0,00   77,78     0  node
09.40.58     1000      5784   88,12    0,99    0,00   89,11     0  node
09.40.59     1000      5784   75,00    0,00    0,00   75,00     0  node
09.41.00     1000      5784   87,00    1,00    0,00   88,00     0  node
09.41.01     1000      5784   86,87    0,00    0,00   86,87     0  node
09.41.02     1000      5784   86,87    0,00    0,00   86,87     0  node
09.41.03     1000      5784   83,17    0,00    0,00   83,17     0  node
09.41.04     1000      5784   72,00    0,00    0,00   72,00     0  node
Average:     1000      5784   82,97    0,20    0,00   83,17     -  node
