Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.41.41      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.41.42     1000      5828   90,10    0,00    0,00   90,10     0  java
09.41.43     1000      5828   96,00    0,00    0,00   96,00     0  java
09.41.44     1000      5828   97,00    0,00    0,00   97,00     0  java
09.41.45     1000      5828   96,00    0,00    0,00   96,00     0  java
09.41.46     1000      5828   96,97    0,00    0,00   96,97     0  java
09.41.47     1000      5828   97,00    0,00    0,00   97,00     0  java
09.41.48     1000      5828   96,04    0,00    0,00   96,04     0  java
09.41.49     1000      5828   96,00    0,00    0,00   96,00     0  java
09.41.50     1000      5828   97,98    0,00    0,00   97,98     0  java
09.41.51     1000      5828   95,05    0,00    0,00   95,05     0  java
Average:     1000      5828   95,80    0,00    0,00   95,80     -  java
