Linux 3.19.0-56-generic (aegis) 	05.04.2016 	_x86_64_	(1 CPU)

09.41.26      UID       PID    %usr %system  %guest    %CPU   CPU  Command
09.41.27     1000      5778   85,86    1,01    0,00   86,87     0  node
09.41.28     1000      5778   58,42    0,00    0,00   58,42     0  node
09.41.29     1000      5778   85,00    0,00    0,00   85,00     0  node
09.41.30     1000      5778   85,71    0,00    0,00   85,71     0  node
09.41.31     1000      5778   72,00    1,00    0,00   73,00     0  node
09.41.32     1000      5778   76,77    0,00    0,00   76,77     0  node
09.41.33     1000      5778   85,00    0,00    0,00   85,00     0  node
09.41.34     1000      5778   83,17    0,99    0,00   84,16     0  node
09.41.35     1000      5778   85,00    0,00    0,00   85,00     0  node
09.41.36     1000      5778   85,00    0,00    0,00   85,00     0  node
Average:     1000      5778   80,16    0,30    0,00   80,46     -  node
