40000	525.000000	1296.000000	35.000000	42.000000
50000	658.000000	1624.000000	15.000000	46.000000
60000	786.000000	1945.000000	18.000000	71.000000
70000	919.000000	2264.000000	21.000000	11.000000
80000	1050.000000	2585.000000	23.000000	13.000000
90000	1181.000000	2916.000000	27.000000	15.000000
100000	1312.000000	3240.000000	30.000000	17.000000
110000	1446.000000	3560.000000	35.000000	18.000000
120000	1574.000000	3880.000000	36.000000	19.000000
130000	1706530.000000	42011303.000000	3921.000000	2217.000000
