5000	470.000000	1542.000000	11.000000	29.000000
10000	1011.000000	3396.000000	23.000000	62.000000
15000	1695.000000	5226.000000	38.000000	99.000000
20000	2293.000000	7548.000000	55.000000	132.000000
25000	2916.000000	9613.000000	72.000000	185.000000
30000	3921.000000	12016.000000	98.000000	188.000000
35000	4234.000000	13545.000000	103.000000	223.000000
40000	4998.000000	17119.000000	126.000000	270.000000
45000	5633.000000	18993.000000	152.000000	303.000000
50000	6906476.000000	201351541.000000	17514.000000	33728.000000
