5000	15.000000	24.000000
10000	25.000000	29.000000
15000	39.000000	33.000000
20000	61.000000	52.000000
25000	72.000000	67.000000
30000	96.000000	84.000000
35000	116.000000	100.000000
40000	125.000000	124.000000
45000	154.000000	165.000000
50000	182.000000	213.000000
