40000	49.000000	41.000000
50000	10.000000	43.000000
60000	13.000000	13.000000
70000	15.000000	15.000000
80000	19.000000	16.000000
90000	17.000000	19.000000
100000	22.000000	21.000000
110000	24.000000	23.000000
120000	26.000000	26.000000
130000	28.000000	35.000000
