5000	11.000000	22.000000
10000	24.000000	58.000000
15000	39.000000	33.000000
20000	56.000000	50.000000
25000	76.000000	95.000000
30000	110.000000	80.000000
35000	130.000000	97.000000
40000	143.000000	125.000000
45000	191.000000	160.000000
50000	256.000000	240.000000
